Marca temporal;¿Cuál es su rol dentro de la universidad?;¿En qué rango de edad se encuentra?;¿Con qué genero se identifica?;Si es posible, indíquenos a qué facultad de la lista pertenece.;¿Conoce la diferencia entre astronomía y ciencias planetarias?;¿Qué desincentiva su interés al leer/investigar sobre ciencias planetarias?;¿Qué haría que aumentara su interés sobre las ciencias planetarias?;¿Le interesaría visitar un blog con artículos acerca del sistema solar?;¿Sobre qué cuerpo/objeto del sistema solar le interesaría aprender con mayor profundidad?;¿Sobre cuáles de estos temas relacionados con los cuerpos del sistema solar le interesaría conocer más?;1. ¿Qué científico colombiano tiene un cráter en la Luna con su nombre?;2. ¿Cuántos planetas tiene nuestro sistema solar;3. ¿Dónde está ubicado el cinturón de asteroides?;4. ¿Cuál es el planeta mas caliente del sistema solar?;5. Con una temperatura promedio de 201° bajo cero en superficie ¿cuál es el planeta más frío del sistema solar?;6. ¿Cuál es el planeta más grande del sistema solar?;7. ¿Quién fue el primer hombre en observar los satélites principales de Júpiter?;8. Uno de los espectáculos más impresionantes a nivel del sistema solar es la presencia de anillos alrededor de Saturno, ¿Cuál de los siguientes planetas también presenta anillos?;9. En comparación al año terrestre (365,25 días), ¿qué planeta del sistema solar tiene una menor duración en su año?;10. Los rovers Curiosity y Oportunity fueron desplegados en la superficie del planeta:;11. ¿Cómo se le llama a la nube esférica de objetos transneptunianos que se encuentra en los límites del sistema solar?
7/3/2020 8:16:46;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ingeniería;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características geológicas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:16:50;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;Sí;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Urano;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:16:52;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Medicina, Veterinaria y de Zootecnia;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Venus;Las características geoquímicas de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Marte;Pluton;Júpiter;Galileo Galilei;Jupiter;Venus;Urano;Nube de Google
7/3/2020 8:17:25;Estudiante de pregrado o posgrado;Mas de 40 años;Masculino;Facultad de Ciencias Económicas;No;La información disponible es muy especializada;Tener un sitio de consulta confiable;Sí;El sol;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;10;Entre las órbitas de Venus y la Tierra;Marte;Pluton;Saturno;Tycho Brahe;Urano;Marte;Marte;Nube de Google
7/3/2020 8:17:27;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Medicina;No;La información disponible es muy especializada;Contar con la información sintetizada;Sí;Marte;Las características atmosféricas de los planetas, Las principales características de los asteroides;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Nicolás Copérnico;Todas las anteriores;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:18:07;Egresado;18 a 24 años;Femenino;Facultad de Ciencias;Sí;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;No;Urano;Las características geológicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Neptuno;Venus;Marte;Nube Nimbostrata
7/3/2020 8:18:26;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;No;La información disponible es muy especializada;Conocer personas que compartan el mismo interes;Sí;Planetas enanos;Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Jupiter;Mercurio;Marte;Nube de Oort
7/3/2020 8:18:29;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;Sí;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;La nube de Oort;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube de Oort
7/3/2020 8:18:46;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias Económicas;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Planetas enanos;Las principales características de los asteroides;Salomón Hakim;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Jupiter;Mercurio;Mercurio;Nube de Kuiper
7/3/2020 8:18:56;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ingeniería;Sí;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Saturno;Las características geoquímicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:19:03;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Agrarias;Sí;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;El sol;Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube de Oort
7/3/2020 8:19:12;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;El sol;Las características geoquímicas de los planetas;Salomón Hakim;8;Entre las órbitas de Venus y la Tierra;Mercurio;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube Nimbostrata
7/3/2020 8:19:14;Estudiante de pregrado o posgrado;Menos de 18 años;Masculino;Facultad de Ciencias Agrarias;No;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;Satélites;Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:19:18;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Salomón Hakim;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Jupiter;Mercurio;Marte;Nube de Oort
7/3/2020 8:19:22;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Satélites;Las características geológicas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:19:33;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Satélites;Las características geológicas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:19:36;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Estrellas, con sus tipos, particularidades e influencia en el universo;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Venus;Marte;Nube de Oort
7/3/2020 8:19:41;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Conocer personas que compartan el mismo interes;Sí;El sol;Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Nicolás Copérnico;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:20:31;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No tiene una aplicación práctica;Conocer personas que compartan el mismo interes;Sí;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Saturno;Galileo Galilei;Ninguna de las anteriores;Marte;Marte;Nube Nimbostrata
7/3/2020 8:20:34;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;La Tierra;Las características geoquímicas de los planetas;Julio Garavito Armero;9;Entre las órbitas de la Tierra y Marte;Mercurio;Neptuno;Júpiter;Galileo Galilei;Jupiter;Mercurio;Marte;Nube de Oort
7/3/2020 8:20:49;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Medicina;Sí;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Júpiter;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:21:10;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;Sí;Me interesa mucho ;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:21:17;Egresado;Mas de 40 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características geológicas de los planetas;Salomón Hakim;10;Entre las órbitas de la Tierra y Marte;Mercurio;Neptuno;Saturno;Galileo Galilei;Ninguna de las anteriores;Neptuno;Venus;Nube Nimbostrata
7/3/2020 8:21:54;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ciencias Económicas;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Me gustaría saber de todos.;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Salomón Hakim;9;Entre las órbitas Júpiter y Saturno;Venus;Pluton;Júpiter;Galileo Galilei;Neptuno;Venus;Marte;Nube de Oort
7/3/2020 8:22:24;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Derecho, Ciencias Políticas y Sociales;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;Planetas enanos;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Francisco José de Caldas;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Todas las anteriores;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:22:24;Administrativo;Mas de 40 años;Femenino;Facultad de Artes;Sí;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;La Tierra;Las características geoquímicas de los planetas;Salomón Hakim;9;Entre las órbitas de la Tierra y Marte;Mercurio;Pluton;Saturno;Isaac Newton;Neptuno;Marte;Urano;Nube de Oort
7/3/2020 8:22:27;Egresado;30 a 40 años;Masculino;Facultad de Medicina;No;La información disponible es muy especializada;Conocer personas que compartan el mismo interes;Sí;La Tierra;Las características atmosféricas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;10;Entre las órbitas de la Tierra y Marte;Mercurio;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:22:29;Docente;Mas de 40 años;Masculino;Facultad de Ciencias Humanas;No;No asuman que quien responde no está motivado para leer del tema. Pregunta mal formulada.;Tener un sitio de consulta confiable;Sí;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Francisco José de Caldas;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Urano;Mercurio;Marte;Nube Nimbostrata
