Marca temporal;¿Cuál es su rol dentro de la universidad?;¿En qué rango de edad se encuentra?;¿Con qué genero se identifica?;Si es posible, indíquenos a qué facultad de la lista pertenece.;¿Conoce la diferencia entre astronomía y ciencias planetarias?;¿Qué desincentiva su interés al leer/investigar sobre ciencias planetarias?;¿Qué haría que aumentara su interés sobre las ciencias planetarias?;¿Le interesaría visitar un blog con artículos acerca del sistema solar?;¿Sobre qué cuerpo/objeto del sistema solar le interesaría aprender con mayor profundidad?;¿Sobre cuáles de estos temas relacionados con los cuerpos del sistema solar le interesaría conocer más?;1. ¿Qué científico colombiano tiene un cráter en la Luna con su nombre?;2. ¿Cuántos planetas tiene nuestro sistema solar;3. ¿Dónde está ubicado el cinturón de asteroides?;4. ¿Cuál es el planeta mas caliente del sistema solar?;5. Con una temperatura promedio de 201° bajo cero en superficie ¿cuál es el planeta más frío del sistema solar?;6. ¿Cuál es el planeta más grande del sistema solar?;7. ¿Quién fue el primer hombre en observar los satélites principales de Júpiter?;8. Uno de los espectáculos más impresionantes a nivel del sistema solar es la presencia de anillos alrededor de Saturno, ¿Cuál de los siguientes planetas también presenta anillos?;9. En comparación al año terrestre (365,25 días), ¿qué planeta del sistema solar tiene una menor duración en su año?;10. Los rovers Curiosity y Oportunity fueron desplegados en la superficie del planeta:;11. ¿Cómo se le llama a la nube esférica de objetos transneptunianos que se encuentra en los límites del sistema solar?
7/3/2020 8:49:06;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;La información disponible es muy especializada;Contar con la información sintetizada;Sí;Planetas enanos;Las características físicas de los planetas;Manuel Elkin Patarroyo;8;Entre las órbitas de la Tierra y Marte;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Todas las anteriores;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:49:24;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ciencias Humanas;Sí;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;En general ;Las características geológicas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:49:27;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;La Tierra;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:49:47;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Enfermería;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Júpiter;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:50:47;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Agrarias;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características geoquímicas de los planetas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:50:48;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Artes;Sí;no hay equipo especializado;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:50:51;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Artes;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Salomón Hakim;8;Entre las órbitas de la Tierra y Marte;Venus;Neptuno;Saturno;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:51:11;Egresado;Mas de 40 años;Masculino;Facultad de Ciencias Humanas;Sí;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Júpiter;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:51:12;Estudiante de pregrado o posgrado;Menos de 18 años;Masculino;Facultad de Derecho, Ciencias Políticas y Sociales;No;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;Sí;Saturno;Las características geológicas de los planetas, Las características atmosféricas de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Saturno;Nicolás Copérnico;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 8:51:34;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:51:40;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;Saturno;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:52:20;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Venus y la Tierra;Mercurio;Neptuno;Saturno;Galileo Galilei;Jupiter;Venus;Marte;Nube de Oort
7/3/2020 8:52:27;Egresado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:53:17;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer personas que compartan el mismo interes;Sí;El sol;Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Venus y la Tierra;Venus;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Neptuno;Marte;Nube de Oort
7/3/2020 8:54:02;Egresado;25 a 30 años;Masculino;Facultad de Ciencias;Sí;No se donde encontrar informavion entendible y confiable sobre los temas;Conocer espacios de divulgación sobre estos temas;Sí;Urano y neptuno porque es de los que menos se sabe;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:54:08;Egresado;Mas de 40 años;Masculino;Facultad de Medicina;Sí;La información disponible es muy especializada;Tener un sitio de consulta confiable;Sí;El sol;Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:54:17;Egresado;30 a 40 años;Femenino;Facultad de Ciencias;No;Falta de tiempo;Tener un sitio de consulta confiable;Sí;Agujeros negros, supernovas;Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Isaac Newton;Ninguna de las anteriores;Mercurio;Marte;Nube Nimbostrata
7/3/2020 8:54:30;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias Económicas;No;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;Sí;Planetas enanos;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:54:36;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;Júpiter;Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Isaac Newton;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:55:40;Estudiante de pregrado o posgrado;30 a 40 años;Femenino;Facultad de Ciencias Económicas;No;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;Sí;El sol;Las características físicas de los planetas;Julio Garavito Armero;9;Entre las órbitas de la Tierra y Marte;Mercurio;Neptuno;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube Nimbostrata
7/3/2020 8:56:05;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características geológicas de los planetas, Las características atmosféricas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:56:12;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias;No;La información disponible es muy especializada;Tener un sitio de consulta confiable;Sí;Saturno;Las características geológicas de los planetas;Salomón Hakim;7;Entre las órbitas Júpiter y Saturno;Marte;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Marte;Marte;Nube Nimbostrata
7/3/2020 8:56:22;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Económicas;Sí;No está relacionado con mi carrera/profesión;Tener un sitio de consulta confiable;Sí;El sol;Las principales características de los asteroides;Manuel Elkin Patarroyo;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Tycho Brahe;Neptuno;Mercurio;Marte;Nube de Oort
7/3/2020 8:56:31;Estudiante de pregrado o posgrado;30 a 40 años;Masculino;Facultad de Ingeniería;No;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;Satélites;Las características de los satélites de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Galileo Galilei;Urano;Marte;Marte;Nube de Oort
7/3/2020 8:56:38;Egresado;30 a 40 años;Masculino;Facultad de Ciencias Económicas;No;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;Sí;Júpiter;Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de la Tierra y Marte;Mercurio;Neptuno;Júpiter;Tycho Brahe;Urano;Venus;Marte;Nube Nimbostrata
7/3/2020 8:56:40;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Económicas;No;No está relacionado con mi carrera/profesión;Conocer espacios de divulgación sobre estos temas;Sí;La Tierra;Las características atmosféricas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Venus y la Tierra;Marte;Pluton;Saturno;Galileo Galilei;Todas las anteriores;Marte;Mercurio;Nube Nimbostrata
7/3/2020 8:57:19;Docente;30 a 40 años;Masculino;Facultad de Ciencias Económicas;Sí;Falta de tiempo y orientación para aproximarse al tema;Contar con la información sintetizada;Sí;El sol;Las características geológicas de los planetas, Las características atmosféricas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Venus;Neptuno;Júpiter;Nicolás Copérnico;Jupiter;Venus;Marte;Nube de Kuiper
7/3/2020 8:57:20;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Odontología;No;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características atmosféricas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:57:48;Estudiante de pregrado o posgrado;Menos de 18 años;Masculino;Facultad de Ciencias Económicas;Sí;Si me interesa;Conocer personas que compartan el mismo interes;Sí;El sol;Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Nicolás Copérnico;Ninguna de las anteriores;Mercurio;Mercurio;Nube de Oort
7/3/2020 8:57:55;Egresado;25 a 30 años;Femenino;Facultad de Ciencias Económicas;No;La información disponible es muy especializada;Conocer personas que compartan el mismo interes;Sí;Satélites;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los cometas;Salomón Hakim;8;Entre las órbitas de Venus y la Tierra;Mercurio;Neptuno;Saturno;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:58:07;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Derecho, Ciencias Políticas y Sociales;No;No sé dónde encontrar información del tema;Contar con la información sintetizada;Sí;Satélites;Las características de los satélites de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube de Oort
7/3/2020 8:58:14;Estudiante de pregrado o posgrado;30 a 40 años;Masculino;Facultad de Artes;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 8:58:34;Estudiante de pregrado o posgrado;Menos de 18 años;Masculino;Facultad de Ciencias;No;La información disponible es muy especializada;Tener un sitio de consulta confiable;Sí;Planetas enanos;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las principales características de los cometas;Salomón Hakim;8;Entre las órbitas Júpiter y Saturno;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:58:35;Estudiante de pregrado o posgrado;Mas de 40 años;Masculino;Facultad de Derecho, Ciencias Políticas y Sociales;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Júpiter;Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Kuiper
7/3/2020 8:58:57;Administrativo;30 a 40 años;Masculino;;No;Sí me parece interesante, pero no le dedico tiempo, debido a otros temas prioritarios.;Contar con la información sintetizada;Sí;Marte;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las principales características de los cometas;Francisco José de Caldas;9;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Isaac Newton;Urano;Mercurio;Marte;Nube Nimbostrata
7/3/2020 8:58:59;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;No;La información disponible es muy especializada;Tener un sitio de consulta confiable;Sí;Mercurio;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Todas las anteriores;Neptuno;Marte;Nube de Oort
7/3/2020 8:59:30;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Medicina;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;El sol;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las principales características de los asteroides;Salomón Hakim;8;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Galileo Galilei;Jupiter;Marte;Marte;Nube de Oort
7/3/2020 8:59:57;Estudiante de pregrado o posgrado;Mas de 40 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer personas que compartan el mismo interes;Sí;Júpiter;Las características geológicas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Kuiper
7/3/2020 9:01:45;Estudiante de pregrado o posgrado;30 a 40 años;Masculino;Facultad de Medicina;No;No está relacionado con mi carrera/profesión;Tener un sitio de consulta confiable;Sí;El sol;Las características atmosféricas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Saturno;Júpiter;Tycho Brahe;Neptuno;Mercurio;Marte;Nube de Kuiper
7/3/2020 9:01:57;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias Humanas;No;En realidad me encantaría aprender sobre ciencias planetarias. En mi caso lo que me impide estudiar algo nuevo es la falta de tiempo.;Todas las anteriores.;Sí;Urano;Las características geológicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Jupiter;Mercurio;Marte;Nube de Oort
7/3/2020 9:02:05;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Derecho, Ciencias Políticas y Sociales;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Saturno;Las características geoquímicas de los planetas;Julio Garavito Armero;8;Entre las órbitas Júpiter y Saturno;Neptuno;Neptuno;Júpiter;Nicolás Copérnico;Ninguna de las anteriores;Neptuno;Marte;Nube de Kuiper
7/3/2020 9:02:14;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Económicas;No;La información disponible es muy especializada;Conocer personas que compartan el mismo interes;Sí;El sol;Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Ninguna de las anteriores;Venus;Marte;Nube de Kuiper
7/3/2020 9:02:39;Egresado;25 a 30 años;Femenino;Facultad de Ciencias Humanas;No;No está relacionado con mi carrera/profesión;Contar con la información sintetizada;Sí;Marte;Las características atmosféricas de los planetas;Francisco José de Caldas;8;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Tycho Brahe;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 9:02:42;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ingeniería;No;No tiene una aplicación práctica;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características geológicas de los planetas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 9:02:58;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias;Sí;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Saturno;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas;Francisco José de Caldas;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Kuiper
7/3/2020 9:03:06;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Económicas;No;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;Marte;Las características atmosféricas de los planetas;Julio Garavito Armero;9;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 9:04:09;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ingeniería;Sí;La información disponible es muy especializada;Conocer personas que compartan el mismo interes;Sí;Marte;Las características físicas de los planetas;Salomón Hakim;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Nicolás Copérnico;Neptuno;Mercurio;Marte;Nube de Oort
7/3/2020 9:04:14;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Júpiter;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Salomón Hakim;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Tycho Brahe;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 9:04:19;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ciencias Económicas;Sí;Nada desincentiva mi interés al leer/investigar sobre el tema.;Conocer espacios de divulgación sobre estos temas;Sí;Marte;Las características geoquímicas de los planetas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Tycho Brahe;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 9:04:26;Estudiante de pregrado o posgrado;25 a 30 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Mercurio;Las características físicas de los planetas;Francisco José de Caldas;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube de Kuiper
7/3/2020 9:05:12;Estudiante de pregrado o posgrado;30 a 40 años;Masculino;Facultad de Ciencias Económicas;Sí;La información disponible es muy especializada;Contar con la información sintetizada;No;La Tierra;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características físicas de los planetas;Manuel Elkin Patarroyo;9;Entre las órbitas de la Tierra y Marte;Mercurio;Pluton;Júpiter;Tycho Brahe;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 9:05:22;Egresado;25 a 30 años;Femenino;Facultad de Ciencias;No;No tiene una aplicación práctica;Conocer espacios de divulgación sobre estos temas;No;El sol;Las características atmosféricas de los planetas, Las características físicas de los planetas, Las principales características de los cometas;Manuel Elkin Patarroyo;9;Entre las órbitas Júpiter y Saturno;Mercurio;Pluton;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 9:05:23;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias Económicas;No;No está relacionado con mi carrera/profesión;Conocer personas que compartan el mismo interes;Sí;Venus;Las principales características de los asteroides;Salomón Hakim;8;Entre las órbitas de la Tierra y Marte;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Todas las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 9:05:50;Estudiante de pregrado o posgrado;25 a 30 años;Femenino;Facultad de Ingeniería;Sí;La información disponible es muy especializada;Conocer espacios de divulgación sobre estos temas;Sí;Satélites;Las características de los satélites de los planetas;Julio Garavito Armero;10;Entre las órbitas de Marte y Júpiter;Mercurio;Pluton;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Oort
7/3/2020 9:06:00;Estudiante de pregrado o posgrado;18 a 24 años;Masculino;Facultad de Ingeniería;Sí;La información disponible es muy especializada;Contar con la información sintetizada;Sí;El sol;Las características atmosféricas de los planetas, Las características geoquímicas de los planetas;Salomón Hakim;8;Entre las órbitas de Marte y Júpiter;Venus;Neptuno;Júpiter;Galileo Galilei;Ninguna de las anteriores;Mercurio;Marte;Nube de Kuiper
7/3/2020 9:06:14;Estudiante de pregrado o posgrado;Menos de 18 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;La Tierra;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de la Tierra y Marte;Mercurio;Neptuno;Júpiter;Galileo Galilei;Neptuno;Mercurio;Marte;Nube de Oort
7/3/2020 9:06:46;Estudiante de pregrado o posgrado;Mas de 40 años;Masculino;Facultad de Ingeniería;Sí;Falta tiempo;Solo tener un poco más de tiempo;Sí;Todas las anteriores;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de Marte y Júpiter;Mercurio;Neptuno;Júpiter;Galileo Galilei;Urano;Mercurio;Marte;Nube de Oort
7/3/2020 9:06:51;Estudiante de pregrado o posgrado;18 a 24 años;Femenino;Facultad de Ciencias;No;La información disponible es muy especializada;Contar con la información sintetizada;Sí;El sol;Las características atmosféricas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;8;Entre las órbitas de la Tierra y Marte;Venus;Saturno;Júpiter;Nicolás Copérnico;Neptuno;Mercurio;Marte;Nube de Oort
7/3/2020 9:06:59;Estudiante de pregrado o posgrado;Menos de 18 años;Femenino;Facultad de Ciencias;No;No sé dónde encontrar información del tema;Tener un sitio de consulta confiable;Sí;Satélites;Las características físicas de los planetas, Las principales características de los asteroides;Manuel Elkin Patarroyo;8;Entre las órbitas Júpiter y Saturno;Mercurio;Neptuno;Júpiter;Nicolás Copérnico;Jupiter;Neptuno;Marte;Nube de Google
7/3/2020 9:07:03;Egresado;30 a 40 años;Masculino;Facultad de Ingeniería;No;No sé dónde encontrar información del tema;Conocer espacios de divulgación sobre estos temas;Sí;Saturno;Las características geológicas de los planetas, Las características atmosféricas de los planetas, Las características de los satélites de los planetas, Las características geoquímicas de los planetas, Las características físicas de los planetas, Las principales características de los asteroides, Las principales características de los cometas;Julio Garavito Armero;9;Entre las órbitas de Marte y Júpiter;Venus;Pluton;Júpiter;Galileo Galilei;Todas las anteriores;Mercurio;Marte;Nube de Kuiper
